지역,이름,주소,위도,경도
고양시,라이프휘트니센터,경기도 고양시 덕양구 중앙로558번길 16-12  (행신동),37.62383441,126.8364225
고양시,피플스포츠클럽,,,
고양시,글러브복싱,"경기도 고양시 일산동구 정발산로 43-7, 207~208호 (장항동, 메리트윈)",37.65758461,126.7729517
고양시,형제화랑태권도장,"경기도 고양시 덕양구 도래울로 104, 605호 (도내동, KB골든타워)",37.63443055,126.8720067
고양시,행복한 경희대 멘토 태권도장,"경기도 고양시 덕양구 신원로 36, 403,404호 (신원동, 명승세도나)",37.66375732,126.8886875
고양시,고양심정검도관,"경기도 고양시 덕양구 통일로 343, 504-505호 (신원동, 삼송메디피아)",37.66491241,126.8906962
고양시,한양대 문촌 태권도장,"경기도 고양시 일산서구 대산로 183, 201,202호 (주엽동, 문촌마을상가동)",37.67567632,126.757387
고양시,청룡태권도 세일체육관,,,
고양시,용인대 올림픽 체육관,,,
고양시,강선태권도장,"경기도 고양시 일산서구 강선로 35, 두산상가동 207호 (주엽동, 강선마을14단지)",37.66787833,126.7628846
고양시,연희태권도,"경기도 고양시 일산동구 일산로 412  (정발산동,일산빌딩401,402호)",37.6716277,126.780378
고양시,월드태권도전문도장,,,
고양시,우정태권도,,,
고양시,한국체대 꿈나무 태권도장,"경기도 고양시 일산서구 일현로 92, 302호 (탄현동, 탄현마을3단지)",37.69500421,126.7651569
고양시,엘리트 태권도,"경기도 고양시 덕양구 호국로834번길 55-7 (성사동, 205, 206호)",37.65866787,126.8423368
고양시,탑,"경기도 고양시 덕양구 통일로794번길 12-10, 1층 (관산동)",37.68889558,126.8631886
고양시,한양대힘찬태권도,"경기도 고양시 일산서구 고양대로 706-13  (일산동,3층)",37.68276722,126.7743618
고양시,고려대석사태권도장,"경기도 고양시 덕양구 성신로 97 (행신동, 햇빛마을19단지)",37.627295,126.8395422
고양시,라온 태권도,"경기도 고양시 덕양구 푸른마을로120번길 31, 2층 (고양동)",37.71582468,126.902329
고양시,K용인대 태권도장,"경기도 고양시 일산서구 일현로 48, 305호 (탄현동, 현해프라자)",37.69126968,126.7632202
고양시,주공 태권도,"경기도 고양시 일산동구 숲속마을1로 71, 405호 (풍동, 샘터17)",37.66736375,126.7997289
고양시,쿵푸합기도,"경기도 고양시 일산서구 중앙로 1388, 206호 (주엽동, 태영프라자)",37.66835552,126.7656919
고양시,백인철 권투체육관,"경기도 고양시 덕양구 혜음로 43, 3층호 (고양동)",37.70442072,126.9018874
고양시,비화랑,"경기도 고양시 일산서구 일청로91번길 82, 3층 (일산동, 지우상가 )",37.6911516,126.7703216
고양시,한국검도청도관,"경기도 고양시 일산서구 중앙로 1568, 504호 (대화동, 하성프라자)",37.67637346,126.7479225
고양시,해태태권도체육관,"경기도 고양시 일산동구 중산로 241  (중산동,2,4,5,해태쇼핑705호)",37.6936996,126.7801421
고양시,코사태권도,,,
고양시,경원태권도체육관,경기도 고양시 일산서구 성저로46번길 10  (대화동),37.68369782,126.7530655
고양시,한림태권도체육관,경기도 고양시 일산동구 중산로 230  (중산동),37.69248552,126.7805848
고양시,중앙체육관,"경기도 고양시 일산서구 강선로 152 (일산동, 두레빌딩)",37.67647522,126.769853
고양시,올림픽체육관,"경기도 고양시 일산서구 산현로17번길 23, 3층 (탄현동, 은행프라자)",37.69049552,126.7633753
고양시,백산태권도장,"경기도 고양시 일산동구 탄중로 326-10  (중산동,한양타운501호)",37.69286641,126.7809668
고양시,B&B여성전용헬스,경기도 고양시 덕양구 화정로 53  (화정동),37.63522889,126.8319237
고양시,동양헬스랜드,경기도 고양시 덕양구 호국로 816  (성사동),37.65808682,126.8383626
고양시,한국검도화정검도관,"경기도 고양시 덕양구 화정로 53 (화정동, 새롬프라자)",37.63522889,126.8319237
고양시,대호태권도장,경기도 고양시 덕양구 마상로102번길 56  (주교동),37.65928108,126.8327626
고양시,고양유도체육관,경기도 고양시 덕양구 무원로 50-12  (행신동),37.61710935,126.8330264
고양시,정도호키태권도,,,
고양시,중앙석사체육관,"경기도 고양시 덕양구 화중로 177, 2층 206호 (화정동)",37.64280782,126.8332954
고양시,제로멀티짐,"경기도 고양시 일산서구 일산로695번길 14, B1층 (대화동)",37.68043112,126.7538694
고양시,블랙벨트센터,"경기도 고양시 덕양구 신원로 40-8, 303,304호 (신원동)",37.6641642,126.8889336
고양시,명지아이캔태권도,"경기도 고양시 덕양구 충장로 140 (행신동, 썬프라자)",37.62473789,126.835202
고양시,삼성경희대스포츠아카데미,"경기도 고양시 덕양구 중앙로 547  (행신동,비금빌딩8층)",37.62276822,126.8359561
고양시,H3복싱체육관,"경기도 고양시 일산서구 일현로 89, 4층 (탄현동)",37.69493639,126.7643976
고양시,용인대 스마트 태권도,"경기도 고양시 일산동구 중산로 252, 5층 (중산동)",37.69431786,126.7810208
고양시,탄현 위드 태권도장,"경기도 고양시 일산서구 산현로 34, 204호 (일산동, 동문1차상가)",37.68934937,126.7660293
고양시,팀코리아 태권도단,경기도 고양시 덕양구 마상로 160 (성사동),37.65822265,126.8400846
고양시,CUNY 태권도장,"경기도 고양시 일산서구 일현로 122, 탄현마을상가동 303-3호 (탄현동, 탄현마을8단지)",37.69761465,126.7660613
고양시,경희대 동산 태권도장,"경기도 고양시 덕양구 세솔로 25 (동산동, 동산마을22단지호반베르디움)",37.64607867,126.8908646
고양시,경희대 선무 태권도,,,
고양시,가람태권도,,37.62317556,126.8443268
고양시,호야태권도,경기도 고양시 덕양구 원당로 103  (주교동),37.66119959,126.8373259
고양시,지도태권도,경기도 고양시 덕양구 화신로 213  (행신동),37.62987166,126.8377288
고양시,고양성실,경기도 고양시 덕양구 혜음로 50  (고양동),37.70491924,126.9024393
고양시,정도호키태권도,,,
고양시,올림픽체육관,"경기도 고양시 일산서구 산현로17번길 23 (탄현동, 은행프라자)",37.69049552,126.7633753
고양시,일산유도회관,"경기도 고양시 일산동구 강송로88번길 7-7, 지하층 (백석동)",37.64801978,126.7889262
고양시,효용검도관,"경기도 고양시 일산동구 경의로 309  (마두동,백마상가 401호)",37.65744814,126.7935072
고양시,일도태권도체육관,"경기도 고양시 일산서구 주엽로 97, 상가동 203호 (주엽동, 문촌마을18단지아파트)",37.66884246,126.7556636
고양시,현대태권도장,"경기도 고양시 일산서구 고양대로 692, 2층 (일산동)",37.6836316,126.7727542
고양시,유비태권도아카데미,"경기도 고양시 일산서구 일중로 72, 지하층 (일산동)",37.68600226,126.7757139
고양시,탄현검도교실,"경기도 고양시 일산서구 일현로 43, 401호 (탄현동, 나산프라자)",37.69120227,126.762529
고양시,유.에스태권도,"경기도 고양시 일산서구 산현로17번길 9, 503,504호 (탄현동, 부건3차)",37.69003573,126.7633572
고양시,국가대표태권도스쿨,"경기도 고양시 일산서구 일현로 48,  305호 (탄현동,현해프라자)",37.69126968,126.7632202
고양시,용인대제일태권도,"경기도 고양시 일산서구 고양대로662번길 15, 4층 (일산동, 대송빌딩)",37.68371398,126.7692114
고양시,국가대표 정도태권도,"경기도 고양시 덕양구 호국로834번길 18, 나동 2층 (성사동)",37.65892635,126.8402031
고양시,경희대 풍동 태권도,"경기도 고양시 일산동구 숲속마을로 50-38, 301호 (풍동, 중앙프라자A동)",37.66793471,126.798737
고양시,우창 검도관,"경기도 고양시 일산동구 위시티로 25, 301.302호 (식사동)",37.67547874,126.8078853
고양시,동방태권도장,"경기도 고양시 일산동구 중산로 149, 2층 (중산동, 스카이빌딩)",37.68542951,126.7808004
고양시,용인대청운태권도장,"경기도 고양시 덕양구 신원3로 20 (신원동, 신원마을고양삼송아이파크)",37.66838138,126.8854473
고양시,고양 용인대 백호 태권도장,경기도 고양시 덕양구 신원로 40 (신원동),37.66396374,126.8885157
고양시,탄현 승리태권도장,"경기도 고양시 일산서구 현중로 8 (탄현동, 풍림상가동201,212호)",37.69155677,126.7687978
